,latitude,longitude,depth,place
2018598,36.5,0.956,28.6,northern Algeria
2019209,36.392,1.023,31.6,northern Algeria
2022823,35.51300000000001,4.692,0.0,northern Algeria
2023552,34.828,3.419,0.0,northern Algeria
2024660,36.565,7.141,10.0,northern Algeria
2025035,35.969,-0.976,0.0,northern Algeria
2025406,35.749,4.782,0.0,northern Algeria
2026251,36.669,4.824,0.0,northern Algeria
2026578,35.436,-0.887,0.0,northern Algeria
2028778,36.777,4.569,0.0,northern Algeria
2029461,36.452,6.535,0.7,northern Algeria
2029513,36.31800000000001,7.302,10.0,northern Algeria
2030542,35.707,4.573,0.0,northern Algeria
2030725,35.883,-0.6579999999999999,4.0,northern Algeria
2030730,35.87,-0.607,0.0,northern Algeria
2030737,35.871,-0.531,0.0,northern Algeria
2030742,35.775,-0.5920000000000001,0.0,northern Algeria
2030755,35.944,-0.789,0.0,northern Algeria
2030757,35.875,-0.602,0.0,northern Algeria
2030764,35.827,-0.63,0.0,northern Algeria
2030779,35.903,-0.547,0.0,northern Algeria
2030796,35.896,-0.7190000000000001,0.0,northern Algeria
2030809,35.802,-0.499,20.8,northern Algeria
2030819,35.817,-0.57,0.0,northern Algeria
2030832,35.78800000000001,-0.5429999999999999,0.0,northern Algeria
2030844,35.87699999999999,-0.649,0.0,northern Algeria
2030850,35.955,-0.5710000000000001,0.0,northern Algeria
2030854,35.976,-0.638,0.0,northern Algeria
2030860,35.778,-0.615,19.4,northern Algeria
2030861,35.91,-0.605,19.3,northern Algeria
2030900,35.872,-0.486,10.0,northern Algeria
2030984,35.947,-0.6679999999999999,0.0,northern Algeria
2031329,35.939,-0.644,16.8,northern Algeria
2032050,35.935,-0.5539999999999999,0.0,northern Algeria
2032645,35.86199999999999,-0.595,10.0,northern Algeria
2032891,35.779,-0.494,35.0,northern Algeria
2032904,35.692,-0.535,31.9,northern Algeria
2033487,35.705,-0.495,10.0,northern Algeria
2033544,36.901,3.36,0.0,northern Algeria
2033677,35.821,-0.6679999999999999,29.4,northern Algeria
2034624,36.217,1.051,6.0,northern Algeria
2034626,36.398,0.981,0.0,northern Algeria
2034629,36.214,1.221,20.1,northern Algeria
2034631,36.324,1.136,0.0,northern Algeria
2034632,36.264,1.094,0.0,northern Algeria
2034669,36.301,1.18,0.0,northern Algeria
2034994,35.796,-0.5670000000000001,26.3,northern Algeria
2034998,36.968,5.022,0.0,northern Algeria
2035055,35.822,-0.524,33.8,northern Algeria
2036492,36.668,5.9689999999999985,0.0,northern Algeria
2037420,35.274,-1.452,11.5,northern Algeria
2039457,36.611,4.704,0.0,northern Algeria
2039970,35.779,6.03,2.0,northern Algeria
2042606,36.3,1.4,30.0,northern Algeria
2043074,36.649,1.4069999999999998,0.0,northern Algeria
2043704,35.064,-1.944,0.0,northern Algeria
2044653,36.858,3.869,10.0,northern Algeria
2045066,35.641,-0.976,22.0,northern Algeria
2045171,36.88800000000001,5.323,0.0,northern Algeria
2045426,36.694,3.144,0.0,northern Algeria
2048379,36.99800000000001,3.4210000000000003,0.0,northern Algeria
2055022,36.42,1.065,13.7,northern Algeria
2055076,35.685,-0.439,10.0,northern Algeria
2055381,35.655,-0.5589999999999999,10.0,northern Algeria
2055630,36.512,0.925,0.0,northern Algeria
2056594,35.93,-0.637,0.0,northern Algeria
2057370,36.738,5.509,0.0,northern Algeria
2060569,36.965,4.315,10.0,northern Algeria
2060617,36.945,4.335,10.0,northern Algeria
2060637,35.704,0.207,0.0,northern Algeria
2060695,36.887,4.135,30.0,northern Algeria
2060763,36.499,1.263,9.3,northern Algeria
2061544,35.887,4.357,0.0,northern Algeria
2062778,36.712,5.166,0.0,northern Algeria
2064026,36.855,2.047,0.0,northern Algeria
2064610,35.745,-0.541,10.0,northern Algeria
2067938,36.557,2.6910000000000003,0.0,northern Algeria
2068679,34.443000000000005,-1.988,0.0,northern Algeria
2068958,35.552,-0.601,0.0,northern Algeria
2069295,35.464,-0.151,0.0,northern Algeria
2074704,35.828,7.677,5.0,northern Algeria
2074890,36.628,4.619,0.0,northern Algeria
2075072,36.728,3.172,0.0,northern Algeria
2075095,35.272,0.306,18.0,northern Algeria
2077538,36.044,2.713,10.0,northern Algeria
2077921,36.514,0.083,0.0,northern Algeria
2081022,36.636,5.233,10.0,northern Algeria
2081026,35.025,-1.783,0.0,northern Algeria
2082772,36.843,4.248,10.0,northern Algeria
2095445,36.352,1.6230000000000002,10.0,northern Algeria
2106055,35.051,6.43,10.0,northern Algeria
2114541,34.779,6.645,39.4,northern Algeria
2136734,35.898,1.1740000000000002,10.0,northern Algeria
2165424,36.274,1.754,10.1,northern Algeria
2176139,32.86,-0.078,10.0,northern Algeria
2192104,36.862,3.404,8.1,northern Algeria
2211323,35.9,4.12,2.0,northern Algeria
2211980,34.577,7.138,10.0,northern Algeria
2211993,35.94300000000001,4.104,10.0,northern Algeria
2212049,35.996,3.961,10.0,northern Algeria
2213643,36.691,2.859,10.0,northern Algeria
2214787,35.962,4.142,1.0,northern Algeria
2215262,35.85800000000001,4.1080000000000005,10.0,northern Algeria
2218699,36.991,2.954,15.0,northern Algeria
2232636,35.876,5.46,10.1,northern Algeria
2299044,36.797,3.526,10.0,northern Algeria
2381275,36.683,2.92,16.4,northern Algeria
2410983,36.41,0.807,7.5,northern Algeria
2415818,35.713,-0.5920000000000001,24.4,northern Algeria
2416698,36.45,0.855,10.0,northern Algeria
2419731,36.186,4.566,1.0,northern Algeria
2426317,36.497,1.641,10.0,northern Algeria
2432902,33.994,1.854,10.0,northern Algeria
2437100,36.536,5.242000000000001,10.0,northern Algeria
2472800,36.972,4.515,10.0,northern Algeria
2487700,36.941,5.312,10.0,northern Algeria
2487708,36.787,5.195,10.0,northern Algeria
2508887,22.456,5.89,10.0,"41km WNW of Tamanrasset, Algeria"
2511142,36.752,5.279,11.4,"24km NE of Bejaia, Algeria"
2513494,36.902,5.291,14.8,northern Algeria
2513495,36.902,5.291,14.8,northern Algeria
2519227,35.718,5.622000000000001,10.0,"2km WNW of Ras el Aioun, Algeria"
2525517,33.766,7.697999999999999,10.0,northern Algeria
2533671,35.37699999999999,5.644,10.4,"23km W of Ain Touta, Algeria"
2534297,35.731,-0.056,17.3,"20km ESE of Ain el Bya, Algeria"
2539683,36.703,5.261,6.7,"13km ESE of Bejaia, Algeria"
2541165,36.397,3.437,14.0,"23km SW of Lakhdaria, Algeria"
2542442,36.736,5.178,10.0,"8km ESE of Bejaia, Algeria"
2557804,36.534,3.0860000000000003,9.8,"3km ENE of Bouinan, Algeria"
2629227,36.8088,3.6616,14.29,"10km N of Isser, Algeria"
2638224,35.8883,-0.3949,13.96,"12km NW of Ain el Bya, Algeria"
2639704,36.9391,5.6063,10.0,"19km NW of Jijel, Algeria"
2660697,35.73699999999999,0.2223,11.34,"24km SSE of Mostaganem, Algeria"
2660734,35.7854,0.2406,10.0,"21km SE of Mostaganem, Algeria"
2686295,36.8561,3.181,10.0,"11km N of Bordj el Kiffan, Algeria"
2693178,35.7201,0.1522,15.6,"24km SSE of Mostaganem, Algeria"
2699208,36.5346,3.0628,13.94,"1km WSW of Bougara, Algeria"
2703554,36.761,3.1897,10.0,"1km N of Bordj el Kiffan, Algeria"
2724631,36.4023,3.4436,10.0,"22km SW of Lakhdaria, Algeria"
2735926,36.4425,3.013,15.36,"10km S of Bouinan, Algeria"
2736754,36.544,2.9827,10.0,"1km NNW of Bouinan, Algeria"
2737512,36.576,2.9621,21.4,"4km E of Boufarik, Algeria"
2738042,36.4924,3.0247,7.29,"5km SE of Bouinan, Algeria"
2738048,36.4956,3.0527,13.43,"5km SSW of Bougara, Algeria"
2739003,36.5237,3.0667,14.26,"2km SSW of Bougara, Algeria"
2751423,36.4862,3.0115,19.05,"5km SSE of Bouinan, Algeria"
2751480,36.5438,2.985,10.0,"1km NNW of Bouinan, Algeria"
2767235,35.7149,5.7067,10.0,"7km NE of Ras el Aioun, Algeria"
2767528,36.5079,3.0233,10.0,"3km SE of Bouinan, Algeria"
2767667,35.7532,5.6736,10.0,"9km NNE of Ras el Aioun, Algeria"
2767910,36.0433,0.4238,13.67,"32km ENE of Mostaganem, Algeria"
2767986,35.7244,5.6524,10.0,"5km N of Ras el Aioun, Algeria"
2768382,35.6037,5.6919,10.0,"8km SSE of Ras el Aioun, Algeria"
2769449,35.6766,5.6789999999999985,10.0,"3km E of Ras el Aioun, Algeria"
2770506,35.6782,5.6816,21.06,"3km E of Ras el Aioun, Algeria"
2786842,36.7986,5.352,10.0,"24km ENE of Bejaia, Algeria"
2809286,35.671,4.556,10.0,"4km SSE of M'Sila, Algeria"
2877723,36.5297,3.0859,11.12,"1km SSE of Bougara, Algeria"
2899341,36.3728,3.5105,14.57,"17km WNW of Ain Bessem, Algeria"
2911329,36.3384,3.4758,13.16,"18km WNW of Ain Bessem, Algeria"
2915219,36.4313,3.5166,11.43,"16km SSW of Lakhdaria, Algeria"
2915221,36.3224,3.5907,10.0,"8km WNW of Ain Bessem, Algeria"
2915305,36.2418,3.5018,10.0,"16km WSW of Ain Bessem, Algeria"
2915514,36.381,3.4756,10.0,"20km WNW of Ain Bessem, Algeria"
2916164,36.3739,3.4242,10.0,"24km WNW of Ain Bessem, Algeria"
2920460,36.6382,2.3311,10.0,"11km WNW of Tipasa, Algeria"
2920474,36.4002,3.4497,10.0,"22km SW of Lakhdaria, Algeria"
2929054,36.4219,3.4701,10.0,"19km SW of Lakhdaria, Algeria"
2968857,35.9323,4.0112,10.0,"16km WSW of Melouza, Algeria"
2972987,34.7466,6.2349,26.41,"26km WNW of Zeribet el Oued, Algeria"
2973064,34.7499,6.2997,10.24,"20km WNW of Zeribet el Oued, Algeria"
2998612,36.1694,4.4969,10.0,"9km NNE of Mansourah, Algeria"
3009122,36.5481,6.7383,10.38,"13km NE of Didouche Mourad, Algeria"
3040067,34.8184,6.2487,10.4,"28km WNW of Zeribet el Oued, Algeria"
3053820,35.9107,-1.6313,10.0,"70km NW of El Amria, Algeria"
3054970,35.8088,-1.6856,10.0,"62km NNW of Beni Saf, Algeria"
3070429,35.6506,5.8006,10.0,"10km WNW of Merouana, Algeria"
3092959,36.273,1.524,10.0,"9km N of Oued Fodda, Algeria"
3118031,36.3828,2.5471,8.26,"11km SW of El Affroun, Algeria"
3120077,36.4956,2.4881,10.0,"6km ESE of Hadjout, Algeria"
3129430,34.7619,8.3234,10.0,"24km E of Bir el Ater, Algeria"
3159555,36.0172,0.0472,8.04,"10km NNW of Mostaganem, Algeria"
