id,time,latitude,longitude,depth,place,place_exact,exact_place_ar,exact_place_fr
741,2003-06-04T18:12:28.310Z,36.823,4.1789999999999985,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
742,2003-06-05T21:54:34.510Z,36.659,3.51,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
743,2003-06-05T23:03:32.660Z,36.91,3.755,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
744,2003-06-05T23:25:00.620Z,36.923,4.18,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
745,2003-06-06T18:02:51.060Z,36.893,3.75,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
746,2003-06-06T20:19:21.410Z,36.924,4.021,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
747,2003-06-07T06:00:52.470Z,36.933,3.494,10.0,northern Algeria,algeria,,algeria
748,2003-06-07T23:31:44.630Z,36.347,5.6179999999999986,10.0,northern Algeria,Sétif ⵙⵟⵉⴼ سطيف‎,,Sétif 
749,2003-06-07T23:36:25.300Z,36.86,3.921,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
750,2003-06-08T05:17:14.680Z,36.821,4.224,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
751,2003-06-08T08:36:37.370Z,36.733,3.702,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
752,2003-06-08T18:14:56.200Z,36.794,3.625,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
753,2003-06-08T18:40:29.290Z,36.753,3.957,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
754,2003-06-08T19:08:38.800Z,36.792,3.842,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
755,2003-06-08T23:33:22.180Z,36.808,3.728,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
756,2003-06-09T13:26:49.790Z,36.936,3.235,10.0,northern Algeria,algeria,,algeria
757,2003-06-09T17:27:51.170Z,36.839,4.24,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
758,2003-06-10T19:12:45.310Z,36.782,4.038,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
759,2003-06-11T17:28:24.180Z,36.986,3.779,10.0,northern Algeria,algeria,,algeria
760,2003-06-11T22:40:24.400Z,36.591,3.508,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
761,2003-06-11T22:52:45.590Z,36.871,3.4360000000000004,10.0,northern Algeria,algeria,,algeria
762,2003-06-12T01:02:22.060Z,36.734,3.46,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
763,2003-06-14T15:23:30.520Z,36.969,3.373,10.0,northern Algeria,algeria,,algeria
764,2003-06-15T01:06:07.440Z,36.742,3.437,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
765,2003-06-15T11:01:52.330Z,36.713,3.442,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
766,2003-06-16T20:08:55.340Z,36.684,3.46,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
767,2003-06-16T21:51:55.950Z,36.977,3.349,10.0,northern Algeria,algeria,,algeria
768,2003-06-17T07:52:50.440Z,36.977,4.045,10.0,northern Algeria,algeria,,algeria
769,2003-06-18T16:59:20.270Z,36.84,4.087,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
770,2003-06-18T19:36:07.490Z,36.727,3.881,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
771,2003-06-19T10:08:14.420Z,36.919,3.55,10.0,northern Algeria,algeria,,algeria
772,2003-06-21T11:01:20.480Z,36.705,3.753,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
773,2003-06-22T10:03:51.440Z,36.832,3.594,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
774,2003-06-22T17:17:44.960Z,36.793,4.047,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
775,2003-06-23T01:22:56.550Z,36.893,3.716,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
776,2003-06-23T12:02:46.910Z,36.879,3.914,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
777,2003-06-26T13:03:07.860Z,36.971,3.262,10.0,northern Algeria,algeria,,algeria
778,2003-06-26T13:57:00.610Z,36.969,4.009,10.0,northern Algeria,algeria,,algeria
779,2003-06-27T01:45:43.160Z,36.655,3.544,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
780,2003-06-28T21:54:00.220Z,36.659,3.535,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
781,2003-06-29T09:40:48.700Z,36.933,3.57,10.0,northern Algeria,algeria,,algeria
782,2003-06-29T21:27:44.960Z,36.158,0.423,10.0,northern Algeria,Mostaganem ⵎⵓⵙⵜⵖⴰⵏⴻⵎ مستغانم, مستغانم,Mostaganem 
783,2003-06-30T09:31:27.620Z,36.93,3.993,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
784,2003-07-01T03:39:24.790Z,35.494,0.295,10.0,northern Algeria,Mascara ⵎⵄⴻⵙⴽⴻⵔ معسكر, معسكر,Mascara 
785,2003-07-01T23:16:39.380Z,36.849,3.365,10.0,northern Algeria,algeria,,algeria
786,2003-07-04T18:22:17.590Z,36.913,3.651,10.0,northern Algeria,algeria,,algeria
787,2003-07-04T18:32:17.300Z,36.999,3.694,10.0,northern Algeria,algeria,,algeria
788,2003-07-06T02:56:04.760Z,36.871,3.904,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
789,2003-07-06T02:59:20.800Z,36.793,3.996,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
790,2003-07-06T08:14:28.700Z,36.834,4.09,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
791,2003-07-06T08:50:16.020Z,36.807,3.653,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
792,2003-07-07T01:22:43.710Z,36.767,3.5010000000000003,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
793,2003-07-07T02:38:04.340Z,36.909,4.0310000000000015,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
794,2003-07-07T08:38:06.900Z,36.858,3.524,10.0,northern Algeria,algeria,,algeria
795,2003-07-07T10:46:00.090Z,36.62300000000001,3.714,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
796,2003-07-11T03:00:38.410Z,36.747,3.74,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
797,2003-07-11T04:42:33.260Z,36.835,3.714,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
798,2003-07-14T22:52:21.360Z,36.746,3.529,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
799,2003-07-17T03:52:39.000Z,35.601,-0.121,0.0,northern Algeria,Mascara ⵎⵄⴻⵙⴽⴻⵔ معسكر, معسكر,Mascara 
800,2003-07-17T21:07:44.400Z,36.524,3.5380000000000003,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
801,2003-07-21T11:36:18.370Z,36.924,3.525,10.0,northern Algeria,algeria,,algeria
802,2003-07-25T03:04:52.310Z,36.835,3.738,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
803,2003-07-26T07:59:58.290Z,36.851,3.732,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
804,2003-07-27T19:21:07.190Z,36.026,4.537,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
805,2003-07-27T21:19:23.740Z,36.46,1.73,10.0,northern Algeria,Tipaza ⵜⵉⵒⴰⵣⴰ تيبازة, تيبازة,Tipaza 
806,2003-08-02T19:22:17.240Z,35.935,1.887,10.0,northern Algeria,Aïn Defla ⵄⵉⵏ ⴷⴻⴼⵍⴰ عين الدفلى, عين الدفلى,Aïn Defla 
807,2003-08-03T09:56:40.790Z,36.545,3.617,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
808,2003-08-03T10:42:19.130Z,36.485,3.728,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
809,2003-08-03T15:20:23.270Z,36.981,3.753,10.0,northern Algeria,algeria,,algeria
810,2003-08-03T16:54:32.030Z,36.837,3.3110000000000004,10.0,northern Algeria,algeria,,algeria
811,2003-08-06T19:02:27.090Z,36.994,3.889,10.0,northern Algeria,algeria,,algeria
812,2003-08-06T22:53:47.980Z,36.918,3.901,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
813,2003-08-07T08:23:06.370Z,36.928,3.945,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
814,2003-08-10T07:52:21.470Z,36.883,3.656,10.0,northern Algeria,algeria,,algeria
815,2003-08-11T20:03:41.270Z,36.672,3.56,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
816,2003-08-15T09:26:34.640Z,36.582,4.718,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
817,2003-08-15T10:19:12.910Z,36.777,3.669,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
818,2003-08-15T15:44:43.630Z,36.799,3.675,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
819,2003-08-15T17:42:50.800Z,35.507,1.561,10.0,northern Algeria,Tiaret ⵜⵢⴰⵔⴻⵜ تيارت, تيارت,Tiaret 
820,2003-08-16T08:22:58.930Z,36.894,3.383,10.0,northern Algeria,algeria,,algeria
821,2003-08-17T01:06:41.970Z,36.954,3.661,10.0,northern Algeria,algeria,,algeria
822,2003-08-26T22:55:48.570Z,35.847,-0.332,10.0,northern Algeria,Oran ⵡⴻⵀⵔⴰⵏ وهران, وهران,Oran 
823,2003-08-30T17:16:18.020Z,36.881,3.874,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
824,2003-09-01T22:54:30.770Z,36.129,1.821,10.0,northern Algeria,Aïn Defla ⵄⵉⵏ ⴷⴻⴼⵍⴰ عين الدفلى, عين الدفلى,Aïn Defla 
825,2003-09-03T14:04:43.860Z,36.919,3.879,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
826,2003-09-03T22:33:19.870Z,36.817,3.703,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
827,2003-09-04T00:14:07.350Z,36.807,3.753,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
828,2003-09-08T07:44:10.730Z,36.69300000000001,3.604,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
829,2003-09-16T05:16:31.640Z,36.679,3.796,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
830,2003-09-17T03:55:18.110Z,36.699,3.826,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
831,2003-09-20T11:50:49.870Z,36.787,7.241,10.0,northern Algeria,Skikda ⵙⴽⵉⴽⴷⴰ سكيكدة, سكيكدة,Skikda 
832,2003-09-23T07:57:33.800Z,36.855,3.714,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
833,2003-09-30T00:18:37.440Z,36.948,3.695,10.0,northern Algeria,algeria,,algeria
834,2003-10-03T15:11:46.920Z,36.736,3.633,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
835,2003-10-07T22:52:03.340Z,36.74800000000001,3.584,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
836,2003-10-11T06:04:37.240Z,36.802,4.109,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
837,2003-10-12T00:27:37.000Z,36.991,3.208,10.0,northern Algeria,algeria,,algeria
838,2003-10-12T07:08:42.940Z,36.99800000000001,3.484,10.0,northern Algeria,algeria,,algeria
839,2003-10-12T17:31:18.110Z,36.499,3.707,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
840,2003-10-13T02:47:02.780Z,36.857,3.73,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
841,2003-10-13T21:15:13.330Z,36.856,3.728,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
842,2003-10-14T05:29:06.110Z,36.731,3.587,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
843,2003-10-16T06:38:04.400Z,36.45,3.63,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
844,2003-10-18T01:39:10.490Z,36.044,0.27,10.0,northern Algeria,Mostaganem ⵎⵓⵙⵜⵖⴰⵏⴻⵎ مستغانم, مستغانم,Mostaganem 
845,2003-10-19T04:52:23.740Z,36.764,3.398,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
846,2003-10-21T19:56:11.440Z,35.436,-0.94,10.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
847,2003-10-21T20:01:30.180Z,35.48,-0.922,10.0,northern Algeria,Oran ⵡⴻⵀⵔⴰⵏ وهران, وهران,Oran 
848,2003-10-23T19:12:19.410Z,35.22400000000001,-1.873,17.4,northern Algeria,algeria,,algeria
849,2003-11-08T10:13:30.950Z,36.858,3.672,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
850,2003-11-09T08:06:29.920Z,36.954,3.403,10.0,northern Algeria,algeria,,algeria
851,2003-11-09T16:55:34.450Z,36.92,3.277,10.0,northern Algeria,algeria,,algeria
852,2003-11-11T17:47:36.630Z,36.74,3.5380000000000003,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
853,2003-11-11T23:43:56.560Z,36.816,3.668,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
854,2003-11-17T06:46:01.000Z,36.582,2.75,10.0,northern Algeria,Tipaza ⵜⵉⵒⴰⵣⴰ تيبازة, تيبازة,Tipaza 
855,2003-11-22T18:42:09.310Z,36.784,3.836,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
856,2003-11-23T03:50:40.920Z,36.81800000000001,3.944,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
857,2003-11-24T01:02:22.650Z,36.241,2.21,10.0,northern Algeria,Aïn Defla ⵄⵉⵏ ⴷⴻⴼⵍⴰ عين الدفلى, عين الدفلى,Aïn Defla 
858,2003-12-06T11:28:22.060Z,36.213,4.85,10.0,northern Algeria,Bordj Bou Arreridj ⴱⵓⵔⴵ ⴱⵓ ⵄⵔⵉⵔⵉⴵ برج بوعريريج, برج بوعريريج,Bordj Bou Arreridj 
859,2003-12-12T01:35:53.440Z,36.219,3.099,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
860,2003-12-12T07:07:57.360Z,36.672,4.166,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
861,2003-12-13T07:03:35.950Z,36.975,3.72,10.0,northern Algeria,algeria,,algeria
862,2003-12-13T16:07:39.270Z,36.981,3.75,10.0,northern Algeria,algeria,,algeria
863,2003-12-22T05:46:53.530Z,35.718,2.224,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
864,2004-01-02T13:55:34.820Z,36.34,1.659,10.0,northern Algeria,Aïn Defla ⵄⵉⵏ ⴷⴻⴼⵍⴰ عين الدفلى, عين الدفلى,Aïn Defla 
865,2004-01-06T18:43:28.820Z,35.671,-1.346,14.1,northern Algeria,algeria,,algeria
866,2004-01-08T23:35:28.620Z,36.169,0.995,10.0,northern Algeria,Chlef ⵛⵛⵍⴻⴼ الشلف, الشلف,Chlef 
867,2004-01-10T18:38:14.810Z,36.852,3.418,10.0,northern Algeria,algeria,,algeria
868,2004-01-10T19:24:18.810Z,36.985,3.4730000000000003,10.0,northern Algeria,algeria,,algeria
869,2004-01-11T09:41:42.310Z,36.89,3.593,10.0,northern Algeria,algeria,,algeria
870,2004-01-11T16:05:28.670Z,35.56800000000001,-1.354,0.0,northern Algeria,algeria,,algeria
871,2004-01-12T09:38:57.130Z,36.966,3.233,20.0,northern Algeria,algeria,,algeria
872,2004-01-20T02:38:43.170Z,36.863,3.849,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
873,2004-01-27T04:52:33.100Z,36.971,1.121,0.0,northern Algeria,algeria,,algeria
874,2004-01-28T09:01:46.820Z,36.767,3.5860000000000003,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
875,2004-02-01T02:51:10.710Z,36.91,4.0310000000000015,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
876,2004-02-01T17:13:43.100Z,36.507,3.834,10.0,northern Algeria,Tizi Ouzou ⵝⵉⵣⵉ ⵡⴻⵣⵣⵓ تيزي وزو, تيزي وزو,Tizi Ouzou 
877,2004-02-02T15:30:38.460Z,36.858,3.623,10.0,northern Algeria,algeria,,algeria
878,2004-02-06T09:48:00.410Z,35.313,-0.032,10.0,northern Algeria,Mascara ⵎⵄⴻⵙⴽⴻⵔ معسكر, معسكر,Mascara 
879,2004-02-12T20:36:47.590Z,35.172,5.0710000000000015,10.0,northern Algeria,Batna ⵜⴱⴰⵜⴻⵏⵜ باتنة, باتنة,Batna 
880,2004-02-17T03:33:14.700Z,36.845,3.749,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
881,2004-02-23T16:13:28.130Z,36.833,3.686,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
882,2004-02-24T02:33:48.640Z,35.39,-1.964,0.0,northern Algeria,algeria,,algeria
883,2004-03-05T02:12:39.620Z,35.905,-1.398,0.0,northern Algeria,algeria,,algeria
884,2004-03-09T10:39:05.280Z,36.921,1.167,0.0,northern Algeria,algeria,,algeria
885,2004-03-11T02:27:42.480Z,36.407,3.374,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
886,2004-04-05T01:44:25.950Z,36.492,7.641,10.0,northern Algeria,Guelma ⴳⴰⵍⵎⴰ قالمة, قالمة,Guelma 
887,2004-04-05T10:32:18.890Z,35.455,0.6729999999999999,0.0,northern Algeria,Mascara ⵎⵄⴻⵙⴽⴻⵔ معسكر, معسكر,Mascara 
888,2004-04-07T06:07:25.530Z,35.567,0.36,10.0,northern Algeria,Relizane ⵉⵖⵉⵍ ⵉⵣⴰⵏ غليزان, غليزان,Relizane 
889,2004-04-12T02:43:18.800Z,36.597,6.279,10.0,northern Algeria,Mila ⵎⵉⵍⴰ ميلة, ميلة,Mila 
890,2004-04-14T10:01:09.300Z,36.48,7.234,10.0,northern Algeria,Guelma ⴳⴰⵍⵎⴰ قالمة, قالمة,Guelma 
891,2004-04-25T17:19:55.930Z,35.507,0.413,10.0,northern Algeria,Mascara ⵎⵄⴻⵙⴽⴻⵔ معسكر, معسكر,Mascara 
892,2004-05-06T17:25:23.320Z,35.61,0.421,0.0,northern Algeria,Relizane ⵉⵖⵉⵍ ⵉⵣⴰⵏ غليزان, غليزان,Relizane 
893,2004-05-08T08:12:52.100Z,35.771,5.977,10.0,northern Algeria,Batna ⵜⴱⴰⵜⴻⵏⵜ باتنة, باتنة,Batna 
894,2004-05-18T15:52:58.210Z,36.22,6.506,10.0,northern Algeria,Mila ⵎⵉⵍⴰ ميلة, ميلة,Mila 
895,2004-05-27T03:51:17.000Z,36.408,7.122000000000001,10.0,northern Algeria,Guelma ⴳⴰⵍⵎⴰ قالمة, قالمة,Guelma 
896,2004-05-30T03:45:19.500Z,36.117,0.941,0.0,northern Algeria,Chlef ⵛⵛⵍⴻⴼ الشلف, الشلف,Chlef 
897,2004-06-01T01:39:06.600Z,34.092,2.213,10.0,northern Algeria,Laghouat ⵍⴻⵖⵡⴰⵟ الأغواط, الأغواط,Laghouat 
898,2004-06-12T17:13:05.050Z,36.124,2.795,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
899,2004-06-13T22:54:33.200Z,36.804,3.268,10.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
900,2004-06-16T17:29:11.530Z,36.741,3.319,10.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
901,2004-06-19T10:24:48.500Z,35.221,-0.984,10.0,northern Algeria,Aïn Témouchent ⵄⵉⵏ ⵜⵉⵎⵓⵛⴻⵏⵜ عين تموشنت, عين تموشنت,Aïn Témouchent 
902,2004-06-23T20:27:17.050Z,36.505,4.475,10.0,northern Algeria,Béjaïa ⴲⴳⴰⵢⴻⵝ بجاية, بجاية,Béjaïa 
903,2004-06-24T11:19:10.160Z,36.634,1.579,0.0,northern Algeria,algeria,,algeria
904,2004-06-26T07:38:54.950Z,36.458,3.5410000000000004,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
905,2004-06-28T18:30:15.730Z,36.938,4.12,10.0,northern Algeria,algeria,,algeria
906,2004-07-09T16:26:53.190Z,36.197,3.869,10.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
907,2004-07-10T02:40:00.340Z,36.655,3.663,0.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
908,2004-07-13T04:10:17.500Z,36.086,1.37,0.0,northern Algeria,Chlef ⵛⵛⵍⴻⴼ الشلف, الشلف,Chlef 
909,2004-08-14T17:33:42.390Z,35.672,2.172,10.0,northern Algeria,Médéa ⵎⴷⵉⵢⵢⴰ المدية, المدية,Médéa 
910,2004-08-28T14:28:00.220Z,36.616,3.055,10.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
911,2004-09-10T00:43:00.750Z,36.677,3.109,0.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
912,2004-09-13T13:33:56.160Z,36.67,2.363,0.0,northern Algeria,Tipaza ⵜⵉⵒⴰⵣⴰ تيبازة, تيبازة,Tipaza 
913,2004-09-17T11:10:05.550Z,36.635,3.168,0.0,northern Algeria,Blida ⴱⵍⵉⴷⴰ البليدة, البليدة,Blida 
914,2004-09-24T02:21:14.170Z,36.729,3.145,0.0,northern Algeria,Alger ⴷⵣⴰⵢⴻⵔ الجزائر, الجزائر,Alger 
915,2004-10-25T16:16:20.980Z,36.26,3.844,0.0,northern Algeria,Bouira ⵜⵓⴱⵉⵔⴻⵜ البويرة, البويرة,Bouira 
916,2004-11-14T01:48:30.810Z,36.88,3.935,10.0,northern Algeria,Boumerdès ⴱⵓⵎⴻⵔⴷⴰⵙ بومرداس, بومرداس,Boumerdès 
